ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code
2411345,HH725277,10/19/2002 12:00:00 PM,002XX N KENNETH AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,APARTMENT,True,False,1113,11.0,28.0,26.0,26
2517037,HH862991,12/27/2002 08:30:00 PM,056XX W DIVISION ST,031A,ROBBERY,ARMED: HANDGUN,OTHER,False,False,2531,25.0,29.0,25.0,03
2520028,HH850465,12/20/2002 02:45:00 PM,052XX W PALMER ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,2515,25.0,37.0,19.0,08B
2588893,HJ182855,02/04/2003 05:00:00 PM,100XX W OHARE ST,0890,THEFT,FROM BUILDING,AIRPORT/AIRCRAFT,False,False,1651,16.0,41.0,76.0,06
2617718,HJ217333,03/03/2003 09:00:00 AM,047XX S JUSTINE ST,0460,BATTERY,SIMPLE,STREET,False,False,931,9.0,20.0,61.0,08B
2619433,HJ221862,03/06/2003 01:45:00 PM,020XX N CLEVELAND AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,1812,18.0,43.0,7.0,26
2649176,HJ260708,03/25/2003 10:45:00 PM,019XX N HUMBOLDT BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1421,14.0,35.0,22.0,14
2676314,HJ289006,04/09/2003 01:00:00 AM,041XX W OAKDALE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,2523,25.0,31.0,21.0,05
2689756,HJ313074,04/20/2003 10:00:00 PM,046XX W WEST END AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,1113,11.0,28.0,25.0,26
2709127,HJ335426,05/01/2003 02:23:00 PM,060XX S MORGAN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,712,7.0,16.0,68.0,08B
2742570,HJ377579,05/21/2003 12:30:00 PM,068XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,322,3.0,20.0,69.0,08B
2758918,HJ400647,05/31/2003 08:00:00 PM,033XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2112,2.0,3.0,35.0,06
2895993,HJ562622,08/14/2003 08:19:21 PM,043XX W DRUMMOND PL,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,ALLEY,False,False,2524,25.0,31.0,20.0,14
2917584,HJ597629,08/30/2003 06:00:00 AM,020XX W POLK ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1224,12.0,2.0,28.0,06
2922699,HJ603454,09/02/2003 06:49:04 PM,016XX W 78TH ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,True,False,611,6.0,17.0,71.0,26
2951826,HJ640286,09/19/2003 04:37:17 PM,053XX W WASHINGTON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1522,15.0,28.0,25.0,14
2962171,HJ652543,09/25/2003 10:00:00 AM,018XX W GREENLEAF AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,2424,24.0,49.0,1.0,08A
3011048,HJ670259,10/04/2003 02:25:00 PM,011XX N LEAMINGTON AVE,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,True,False,1531,15.0,37.0,25.0,18
3012509,HJ713815,10/23/2003 09:15:00 PM,070XX S WOODLAWN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,321,3.0,5.0,69.0,08B
3022640,HJ730713,10/31/2003 09:03:01 PM,032XX W DOUGLAS BLVD,041A,BATTERY,AGGRAVATED: HANDGUN,ALLEY,False,False,1022,10.0,24.0,29.0,04B
3036846,HJ747371,11/08/2003 06:10:00 PM,066XX S MARQUETTE RD,0560,ASSAULT,SIMPLE,APARTMENT,False,False,321,3.0,20.0,42.0,08A
3101631,HJ826525,12/19/2003 08:00:00 AM,039XX W GEORGE ST,0820,THEFT,$500 AND UNDER,STREET,False,False,2523,25.0,30.0,21.0,06
3106225,HJ838455,12/26/2003 10:45:00 AM,012XX S WOOD ST,0810,THEFT,OVER $500,STREET,False,False,1224,12.0,2.0,28.0,06
3110777,HJ842761,12/28/2003 08:15:00 PM,100XX W OHARE ST,0870,THEFT,POCKET-PICKING,AIRPORT/AIRCRAFT,False,False,1651,16.0,41.0,76.0,06
3151364,HK147389,01/26/2004 05:30:00 PM,016XX N MOBILE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2513,25.0,29.0,25.0,06
3154079,HJ823556,12/17/2003 06:00:00 PM,100XX W OHARE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,AIRPORT/AIRCRAFT,True,False,1651,16.0,41.0,76.0,26
3179856,HK182093,02/12/2004 05:30:00 AM,008XX W JACKSON BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1213,12.0,2.0,28.0,07
3212201,HK227828,03/08/2004 05:55:00 PM,027XX W CORTEZ ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1311,12.0,1.0,24.0,14
3247451,HK270681,03/29/2004 01:30:00 PM,006XX W KEMPER PL,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",False,False,1812,18.0,43.0,7.0,08B
3248077,HK268322,02/04/2004 12:00:00 AM,116XX S VINCENNES AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,2234,22.0,34.0,75.0,26
3248178,HK264080,03/26/2004 11:30:00 AM,068XX S STEWART AVE,0820,THEFT,$500 AND UNDER,"SCHOOL, PRIVATE, GROUNDS",False,False,722,7.0,6.0,68.0,06
3254140,HK277499,04/02/2004 08:45:00 AM,011XX N WESTERN AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,1312,12.0,1.0,24.0,08A
3287011,HK317700,04/22/2004 01:00:00 AM,019XX W FOSTER AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,2032,20.0,47.0,4.0,17
3396846,HK450594,06/23/2004 05:06:00 PM,118XX S MICHIGAN AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,False,False,532,5.0,9.0,53.0,26
3401395,HK459653,06/27/2004 09:00:00 PM,029XX N RACINE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1932,19.0,32.0,6.0,14
3516767,HK591442,08/30/2004 03:15:00 PM,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1.0,42.0,32.0,06
3539615,HK610580,09/08/2004 03:30:00 PM,006XX N RIDGEWAY AVE,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,ALLEY,False,False,1122,11.0,27.0,23.0,08B
3551937,HK637342,09/20/2004 11:30:00 PM,080XX S SANGAMON ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,621,6.0,21.0,71.0,05
3556136,HK641110,09/22/2004 05:21:00 PM,039XX W 59TH ST,2851,PUBLIC PEACE VIOLATION,ARSON THREAT,RESIDENCE,False,False,822,8.0,13.0,62.0,26
3615995,HK710780,10/25/2004 07:00:00 PM,006XX N GREEN ST,0810,THEFT,OVER $500,STREET,False,False,1323,12.0,27.0,24.0,06
3669348,HK762313,11/20/2004 05:04:44 AM,038XX S ARCHER AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,False,913,9.0,12.0,58.0,15
3694962,HK798272,12/08/2004 11:30:00 PM,009XX W NORTH AVE,0460,BATTERY,SIMPLE,STREET,True,False,1813,18.0,32.0,7.0,08B
3761506,HK789171,12/04/2004 10:38:00 AM,045XX S HONORE ST,2022,NARCOTICS,POSS: COCAINE,RESIDENCE,True,False,914,9.0,20.0,61.0,18
3793476,HL160693,02/03/2005 06:25:00 PM,011XX W LOYOLA AVE,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET,False,False,2432,24.0,49.0,1.0,03
3816272,HL181133,02/14/2005 04:15:00 PM,047XX S UNION AVE,0460,BATTERY,SIMPLE,STREET,False,False,935,9.0,11.0,61.0,08B
3872586,HL246476,03/21/2005 12:55:27 AM,051XX W MADISON ST,031A,ROBBERY,ARMED: HANDGUN,GAS STATION,False,False,1533,15.0,28.0,25.0,03
3903409,HL279084,04/06/2005 09:36:24 PM,031XX W SCHOOL ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,True,1733,17.0,33.0,21.0,26
3941584,HK391621,05/27/2004 02:40:00 PM,040XX W 26TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,TAVERN/LIQUOR STORE,False,False,1013,10.0,22.0,30.0,04A
4016362,HL374586,05/22/2005 03:00:00 PM,026XX N PAULINA ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1931,19.0,32.0,7.0,07
4026360,HL379557,05/26/2005 06:45:00 AM,069XX S JEFFERY BLVD,0560,ASSAULT,SIMPLE,APARTMENT,False,True,331,3.0,5.0,43.0,08A
4028002,HL379308,05/26/2005 11:45:00 PM,063XX S LOWE AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,723,7.0,20.0,68.0,08B
4074689,HL409393,06/09/2005 02:00:00 PM,011XX S RICHMOND ST,051A,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,True,False,1135,11.0,28.0,29.0,04A
4116074,HL447822,06/27/2005 05:10:00 PM,039XX W HARRISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,False,1132,11.0,24.0,26.0,08B
4119008,HL454666,06/30/2005 05:50:00 PM,061XX N LEMONT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1711,17.0,39.0,12.0,14
4163874,HL495786,07/20/2005 03:00:00 AM,024XX W WARREN BLVD,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,False,False,1332,12.0,2.0,28.0,07
4338881,HL640329,09/27/2005 07:00:00 PM,022XX W SUNNYSIDE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,1911,19.0,47.0,4.0,06
4384207,HL675918,10/16/2005 01:15:00 AM,028XX W TOUHY AVE,0890,THEFT,FROM BUILDING,BAR OR TAVERN,False,False,2411,24.0,50.0,2.0,06
4407337,HL699847,10/27/2005 11:28:00 PM,014XX W TAYLOR ST,0820,THEFT,$500 AND UNDER,RESTAURANT,True,False,1231,12.0,2.0,28.0,06
4450954,HL748209,11/18/2005 12:00:00 AM,021XX W BELMONT AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,TAVERN/LIQUOR STORE,False,False,1913,19.0,32.0,5.0,11
4562176,HM148661,01/27/2006 07:30:00 PM,071XX S VINCENNES AVE,0460,BATTERY,SIMPLE,GAS STATION,True,False,731,7.0,6.0,69.0,08B
4570192,HM158561,01/21/2006 07:00:00 PM,068XX N GLENWOOD AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,2431,24.0,49.0,1.0,06
4610687,HM106486,01/04/2006 05:05:48 PM,027XX W VAN BUREN ST,2027,NARCOTICS,POSS: CRACK,ALLEY,True,False,1125,11.0,2.0,27.0,18
4671786,HM208176,03/01/2006 07:28:03 PM,007XX S CALIFORNIA AVE,2026,NARCOTICS,POSS: PCP,OTHER,True,False,1135,11.0,2.0,27.0,18
4687019,HM289590,04/13/2006 10:40:00 PM,022XX W 34TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,913,9.0,12.0,59.0,14
4702904,HM303657,04/21/2006 04:00:00 AM,036XX N CLARK ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,False,False,1923,19.0,44.0,6.0,26
4732419,HM340266,05/09/2006 12:00:00 PM,021XX E 71ST ST,0890,THEFT,FROM BUILDING,OTHER,False,False,333,3.0,5.0,43.0,06
4786700,HM394956,06/03/2006 06:45:00 PM,076XX S CICERO AVE,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,False,False,833,8.0,13.0,65.0,06
4854762,HM468270,07/10/2006 10:30:00 PM,023XX N SAYRE AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,2512,25.0,36.0,18.0,06
5052140,HM659803,11/05/2005 11:00:00 AM,052XX W NORTH AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,SMALL RETAIL STORE,True,False,2532,25.0,37.0,25.0,26
4997382,HM609059,09/11/2006 05:00:00 PM,014XX W CHICAGO AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1323,12.0,27.0,24.0,06
5114920,HM710809,10/08/2006 06:00:00 PM,100XX W OHARE ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",AIRPORT/AIRCRAFT,False,False,1651,16.0,41.0,76.0,11
5125078,HM723838,11/16/2006 01:45:00 PM,058XX S CLAREMONT AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,824,8.0,16.0,63.0,26
5152427,HM746041,11/28/2006 08:40:00 PM,039XX N PINE GROVE AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,True,False,2323,19.0,46.0,6.0,26
5197086,HM624947,09/26/2006 08:15:00 PM,030XX N LEAVITT ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,1913,19.0,32.0,5.0,18
5321788,HN181024,02/17/2007 12:55:00 AM,022XX S WENTWORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,BAR OR TAVERN,True,False,2111,9.0,25.0,34.0,14
5327340,HN185910,02/20/2007 09:41:00 AM,021XX E 87TH ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,"SCHOOL, PUBLIC, BUILDING",True,False,412,4.0,8.0,45.0,26
5329478,HN188272,02/21/2007 12:00:00 PM,012XX S DAMEN AVE,0880,THEFT,PURSE-SNATCHING,STREET,False,False,1224,12.0,2.0,28.0,06
5331013,HN185834,01/18/2007 07:00:00 AM,042XX N ELSTON AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1723,17.0,39.0,16.0,06
5334455,HN190009,02/22/2007 09:45:00 AM,081XX S VINCENNES AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,622,6.0,21.0,44.0,08B
5334491,HN187837,02/21/2007 09:39:00 AM,002XX E 61ST ST,0460,BATTERY,SIMPLE,STREET,False,False,311,3.0,20.0,40.0,08B
5351952,HN207575,03/04/2007 02:00:00 PM,028XX N HARDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,2523,25.0,30.0,21.0,08B
5380142,HM769197,12/12/2006 06:45:00 AM,051XX S MARSHFIELD AVE,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,True,False,932,9.0,16.0,61.0,16
5419728,HN257095,03/30/2007 12:00:00 PM,057XX N TALMAN AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,2011,20.0,40.0,2.0,05
5437498,HN252846,03/28/2007 06:02:11 PM,038XX S VINCENNES AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,212,2.0,4.0,35.0,18
5596502,HN396594,06/10/2007 12:00:00 AM,008XX N ORLEANS ST,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,False,False,1823,18.0,27.0,8.0,07
5615893,HN424982,06/24/2007 04:37:00 AM,064XX S INGLESIDE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,314,3.0,20.0,42.0,08B
5623256,HN428735,06/26/2007 01:10:00 AM,038XX W 24TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1013,10.0,22.0,30.0,14
5660200,HN467699,07/15/2007 11:30:00 AM,116XX S ASHLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,524,5.0,34.0,53.0,08B
5670094,HN472164,06/25/2007 12:00:00 PM,069XX S EBERHART AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CONSTRUCTION SITE,False,False,322,3.0,6.0,69.0,14
5691749,HN499731,07/31/2007 06:30:46 AM,094XX S EWING AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,False,False,432,4.0,10.0,52.0,03
5693285,HN502257,08/01/2007 12:15:00 PM,072XX S JEFFERY BLVD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,333,3.0,5.0,43.0,26
5793554,HN601918,09/19/2007 07:00:00 PM,114XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,SIDEWALK,True,False,531,5.0,9.0,49.0,08B
5894268,HN692151,10/27/2007 02:00:00 PM,012XX N PAULINA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,False,False,1424,14.0,1.0,24.0,14
5932942,HN709512,11/15/2007 07:35:00 PM,034XX W CERMAK RD,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,True,False,1024,10.0,24.0,30.0,16
9801443,HX446120,09/27/2014 09:30:00 PM,016XX W 44TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,924,9.0,12.0,61.0,14
9947382,HY135848,01/31/2015 07:45:00 PM,008XX W WOLFRAM ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1933,19.0,44.0,6.0,14
9952422,HY140663,02/05/2015 01:00:00 PM,008XX N MASSASOIT AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1511,15.0,29.0,25.0,08B
6009314,HP113515,01/08/2008 04:00:00 PM,045XX S RICHMOND ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,912,9.0,14.0,58.0,06
6019604,HP124593,01/15/2008 04:30:00 AM,004XX W 100TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,2232,22.0,9.0,73.0,14
6040853,HP138471,01/23/2008 10:28:42 AM,005XX S LAVERGNE AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",False,False,1533,15.0,29.0,25.0,08A
6148034,HP239456,03/23/2008 04:10:00 AM,005XX N MARSHFIELD AVE,0460,BATTERY,SIMPLE,STREET,False,False,1324,12.0,26.0,24.0,08B
6166353,HP255116,04/01/2008 07:30:00 AM,013XX N PAULINA ST,0560,ASSAULT,SIMPLE,GROCERY FOOD STORE,False,False,1433,14.0,1.0,24.0,08A
6178332,HP267720,04/08/2008 03:45:00 AM,011XX E HYDE PARK BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2124,2.0,4.0,41.0,08B
6283312,HP372236,06/03/2008 06:30:00 AM,021XX E 71ST ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,False,False,333,3.0,5.0,43.0,05
6310085,HP394799,06/13/2008 06:00:00 PM,050XX S WASHTENAW AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,911,9.0,14.0,63.0,07
6402808,HP466333,07/08/2008 02:30:00 PM,001XX E 79TH ST,0820,THEFT,$500 AND UNDER,OTHER,False,False,623,6.0,6.0,69.0,06
6504608,HP382935,06/08/2008 02:58:56 PM,035XX W GRENSHAW ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,False,False,1133,11.0,24.0,29.0,08B
6515325,HP589395,09/23/2008 06:00:00 PM,108XX S AVENUE N,0560,ASSAULT,SIMPLE,STREET,False,False,432,4.0,10.0,52.0,08A
